case_key,arch_a,arch_b,ground_truth_malicious,a_predicted_revoked,b_predicted_revoked,a_reason,b_reason,attack_type
grid|1008|case-1008-veh_006-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_weighted_margin,committed,replay
grid|1008|case-1008-veh_012-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,0,0,1,insufficient_independent_evidence_diversity,committed,benign
grid|1008|case-1008-veh_002-w0002,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,1,0,committed,insufficient_independent_evidence_diversity,position_offset
grid|1008|case-1008-veh_014-w0002,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,mixed
grid|1008|case-1008-veh_002-w0004,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,1,0,committed,insufficient_weighted_margin,position_offset
grid|1008|case-1008-veh_012-w0004,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,1,0,committed,insufficient_independent_evidence_diversity,false_denm
grid|1008|case-1008-veh_014-w0005,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,mixed
grid|1009|case-1009-veh_006-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_weighted_margin,committed,replay
grid|1009|case-1009-veh_012-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,0,0,1,insufficient_independent_evidence_diversity,committed,benign
grid|1009|case-1009-veh_012-w0002,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,false_denm
grid|1009|case-1009-veh_014-w0004,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,mixed
grid|1009|case-1009-veh_012-w0005,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,false_denm
grid|1010|case-1010-veh_006-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_weighted_margin,committed,replay
grid|1010|case-1010-veh_012-w0001,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,0,0,1,insufficient_independent_evidence_diversity,committed,benign
grid|1010|case-1010-veh_014-w0003,Distributed RSU V-PUFT,Ahmed-Inspired Witness V-PUFT,1,0,1,insufficient_independent_evidence_diversity,committed,mixed
